tsid,dataset,lat,lon,archive_type,seasonality,value_6ka,uncertainty
T2L_MD06_3075_uk37_SST_from_uk37,MD06_3075.Fraser.2014,6.4762,125.8320,temp12k,annual,-0.4453,2.8900
T2L_MD06_3075_d18o_ruber_SST_from_d18o_ruber,MD06_3075.Fraser.2014,6.4762,125.8320,temp12k,annual,-1.3958,4.4100
RGsuv8QafL5,MD07-3088.Montade.2019,-46.0667,284.3167,temp12k,winterOnly,-0.4069,9.0000
R8CuAZC0LEY,MD07-3104.Montade.2019,-41.7111,287.2219,temp12k,winterOnly,1.4499,9.0000
WEBc2989cec,MD07-3124.Caniupan.2014,-50.5200,285.0300,temp12k,summerOnly,0.9173,
T2L_MD07_3076Q_d18o_bulloides_SST_from_d18o_bulloides,MD07_3076Q.Gottschalk.2015,-44.1532,345.7717,temp12k,annual,-0.0051,4.4100
GHc377da65,MD79-257.Levi.2007,-20.4000,36.3000,temp12k,summer+,0.1102,1.6900
GH4f526bba,MD79-257.Levi.2007,-20.4000,36.3000,temp12k,winter+,0.1717,1.9600
GH06e59526,MD79-257.Levi.2007,-20.4000,36.3000,temp12k,annual,0.1409,1.6900
T2L_MD79_257_uk37_SST_from_uk37,MD79_257.Bard.1997,-20.4000,36.3300,temp12k,annual,0.7661,2.8900
T2L_MD84_527_d18o_pachyderma_SST_from_d18o_pachyderma,MD84_527.Labracherie.1989,-43.8217,51.3183,temp12k,annual,0.2363,4.4100
T2L_MD84_527_d18o_bulloides_SST_from_d18o_bulloides,MD84_527.Labracherie.1989,-43.8217,51.3183,temp12k,annual,0.4622,4.4100
Ri4npkyUs4u,MD84_527.Sarnthein.1988,-43.8217,51.3183,temp12k,summerOnly,-0.3727,1.2100
T2L_MD94_103_uk37_SST_from_uk37,MD94_103BAY.Sicre.2005,-45.5833,86.5167,temp12k,annual,-0.0720,2.8900
RyGcEO9mj5G,MD95_2002.Eynaud.2012,47.4520,351.4662,temp12k,winter+,2.8789,1.4400
RffUhzhAxgw,MD95_2002.Eynaud.2012,47.4520,351.4662,temp12k,summer+,1.0619,2.8900
RikalEe9ykS,MD95_2002.Eynaud.2012,47.4520,351.4662,temp12k,annual,1.9704,1.4400
T2L_MD95_2011_d18o_pachyderma_SST_from_d18o_pachyderma,MD95_2011.Risebrobakken.2003,66.9697,7.6393,temp12k,annual,-0.2858,4.4100
T2L_MD95_2011_d18o_pachyderma_d_SST_from_d18o_pachyderma_d,MD95_2011.Risebrobakken.2003,66.9697,7.6393,temp12k,annual,-0.6942,4.4100
R4z8Co5Aghx,MD95_2011Assemblage.Risebrobakken.2003,66.9697,7.6393,temp12k,summerOnly,-0.3994,
RRd6osZyB8H,MD95_2011Assemblage.Risebrobakken.2003,66.9697,7.6393,temp12k,annual,1.3765,2.8900
RRGNAojoZVh,MD95_2011Assemblage.Risebrobakken.2003,66.9697,7.6393,temp12k,summerOnly,-1.1668,
T2L_MD95_2015_uk37_SST_from_uk37,MD95_2015.Marchal.2002,58.7623,334.0410,temp12k,winterOnly,0.2270,
T2L_MD95_2043_d18o_bulloides_SST_from_d18o_bulloides,MD95_2043.Cacho.1999,36.1433,357.3788,temp12k,annual,0.3283,4.4100
T2L_MD95_2043_uk37_SST_from_uk37,MD95_2043.Cacho.1999,36.1433,357.3788,temp12k,winterOnly,0.2791,
T2L_MD97_2120_d18o_bulloides_SST_from_d18o_bulloides,MD97_2120.Pahnke.2006,-45.5344,174.9308,temp12k,annual,0.1018,4.4100
T2L_MD97_2120_mgca_bulloides_SST_from_mgca_bulloides,MD97_2120.Pahnke.2006,-45.5344,174.9308,temp12k,annual,-1.3490,3.6100
T2L_MD97_2120_uk37_SST_from_uk37,MD97_2120.Pahnke.2006,-45.5344,174.9308,temp12k,annual,-1.0017,2.8900
T2L_MD97_2121_uk37_SST_from_uk37,MD97_2121.Pahnke.2006,-40.3800,177.9900,temp12k,annual,0.2190,2.8900
T2L_MD97_2141_d18o_ruber_SST_from_d18o_ruber,MD97_2141.Rosenthal.2003,8.8000,121.3000,temp12k,annual,0.3218,4.4100
T2L_MD97_2141_mgca_ruber_SST_from_mgca_ruber,MD97_2141.Rosenthal.2003,8.8000,121.3000,temp12k,annual,-0.0072,3.6100
T2L_MD97_2146_tex86_SST_from_tex86,MD97_2146.Shintani.2011,20.1170,117.3840,temp12k,annual,-0.1234,8.4100
T2L_MD97_2146_uk37_SST_from_uk37,MD97_2146.Shintani.2011,20.1170,117.3840,temp12k,annual,-0.6394,2.8900
T2L_MD97_2151_tex86_SST_from_tex86,MD97_2151.Yamamoto.2013,8.7280,109.8690,temp12k,annual,0.7629,8.4100
T2L_MD97_2151_uk37_SST_from_uk37,MD97_2151.Yamamoto.2013,8.7280,109.8690,temp12k,annual,-2.3160,2.8900
T2L_MD98_2161_mgca_ruber_SST_from_mgca_ruber,MD98_2161.Fan.2018,-5.2100,117.4800,temp12k,annual,0.8559,3.6100
T2L_MD98_2161_d18o_ruber_SST_from_d18o_ruber,MD98_2161.Fan.2018,-5.2100,117.4800,temp12k,annual,-0.2399,4.4100
T2L_MD98_2165_mgca_ruber_SST_from_mgca_ruber,MD98_2165.Levi.2007,-9.6500,118.4000,temp12k,annual,-2.2280,3.6100
T2L_MD98_2176_d18o_ruber_SST_from_d18o_ruber,MD98_2176.Stott.2007,-5.0031,133.4447,temp12k,annual,-0.3875,4.4100
T2L_MD98_2176_mgca_ruber_SST_from_mgca_ruber,MD98_2176.Stott.2007,-5.0031,133.4447,temp12k,annual,1.1321,3.6100
T2L_MD98_2178_mgca_ruber_SST_from_mgca_ruber,MD98_2178.Fan.2018,3.6200,118.7000,temp12k,annual,0.6350,3.6100
T2L_MD98_2178_d18o_ruber_SST_from_d18o_ruber,MD98_2178.Fan.2018,3.6200,118.7000,temp12k,annual,0.4531,4.4100
T2L_MD98_2181_d18o_ruber_SST_from_d18o_ruber,MD98_2181.Stott.2007,6.3000,125.8200,temp12k,annual,-0.3651,4.4100
T2L_MD98_2181_mgca_ruber_SST_from_mgca_ruber,MD98_2181.Stott.2007,6.3000,125.8200,temp12k,annual,0.5365,3.6100
RVW8LmOBhyk,MD98_2188.Dang.2012,14.8200,123.4900,temp12k,summerOnly,0.2708,3.6100
T2L_MD98_2195_uk37_SST_from_uk37,MD98_2195.Ijiri.2005,31.6388,128.9438,temp12k,annual,-0.5202,2.8900
T2L_MD98_2195_tex86_SST_from_tex86,MD98_2195.Ijiri.2005,31.6388,128.9438,temp12k,annual,-0.9463,8.4100
PYT0WZDHWV1,MD99-2227.deVernal.2013,58.2107,311.6270,temp12k,summer+,-0.7702,2.8900
PYTOD9Z2SMD,MD99-2227.deVernal.2013,58.2107,311.6270,temp12k,annual,-0.8779,1.4400
LPD6e872195,MD99-2256.Jennings.2015,64.3032,335.7933,temp12k,summerOnly,1.5127,1.6900
LPD8d94d24a,MD99-2266.Moossen.2015,66.2295,336.7345,temp12k,annual,1.9403,2.8900
PYTRM8XIQ8J,MD99-2269.Justwan.2008,66.8500,339.1500,temp12k,summerOnly,0.3657,1.2100
PYTE06JD9X4,MD99-2284.Risebrobakken.2009,62.3667,0.9667,temp12k,annual,-3.0980,1.6900
PYTMDYO5TUV,MD99-2322.Jennings.2011,67.1363,329.1722,temp12k,summerOnly,0.9044,1.6900
T2L_MD99_2251_mgca_bulloides_SST_from_mgca_bulloides,MD99_2251.Farmer.2008,57.4478,332.0922,temp12k,annual,-2.1809,3.6100
T2L_MD99_2269_uk37_SST_from_uk37,MD99_2269.Kristjnsd_ttir.2017,66.6413,339.1368,temp12k,winterOnly,0.4231,
T2L_MD99_2269_mgca_pachyderma_SST_from_mgca_pachyderma,MD99_2269.Kristjnsd_ttir.2017,66.6413,339.1368,temp12k,annual,2.0975,3.6100
T2L_MD99_2269_d18o_pachyderma_SST_from_d18o_pachyderma,MD99_2269.Kristjnsd_ttir.2017,66.6413,339.1368,temp12k,annual,1.0479,4.4100
T2L_MD99_2339_d18o_bulloides_SST_from_d18o_bulloides,MD99_2339.Eynaud.2009,35.8855,352.4722,temp12k,annual,-0.3279,4.4100
T2L_MD99_2341_d18o_bulloides_SST_from_d18o_bulloides,MD99_2341.Eynaud.2009,36.3892,352.9343,temp12k,annual,1.7444,4.4100
T2L_ME0005A_43JC_mgca_ruber_SST_from_mgca_ruber,ME0005A_43JC.Benway.2006,7.8558,276.3917,temp12k,annual,0.6011,3.6100
T2L_ME0005A_43JC_uk37_SST_from_uk37,ME0005A_43JC.Benway.2006,7.8558,276.3917,temp12k,annual,0.6324,2.8900
T2L_ME0005A_43JC_d18o_ruber_SST_from_d18o_ruber,ME0005A_43JC.Benway.2006,7.8558,276.3917,temp12k,annual,-0.1133,4.4100
R7YTiLNN0tn,Medvedevskoe.Nazarova.2018,60.5309,29.8992,temp12k,summerOnly,0.9246,1.9600
RLlDtgL9a38,MeerfelderMaar.Litt.2009,50.1000,6.7500,temp12k,winter+,-1.2055,9.0000
Rp1oVLUaXiR,MeerfelderMaar.Litt.2009,50.1000,6.7500,temp12k,summer+,0.6623,4.0000
Rfe0do1gMXq,MeerfelderMaar.Litt.2009,50.1000,6.7500,temp12k,annual,-0.2716,4.4100
M2L4yie76w8P,Mendota.Winkler.1986,43.1000,270.5800,temp12k,summer+,0.4205,4.0000
M2Lx0vmbprjP,Mendota.Winkler.1986,43.1000,270.5800,temp12k,winter+,-1.9178,9.0000
M2Lgco71n3sP,Mendota.Winkler.1986,43.1000,270.5800,temp12k,annual,-0.4852,4.4100
WEBa31332021,MiddenCluster1.Harbert.2018,37.9049,249.8696,temp12k,annual,-0.0292,4.4100
WEBa31332022,MiddenCluster2.Harbert.2018,36.3806,244.8121,temp12k,annual,4.0665,4.4100
WEBa31332023,MiddenCluster3.Harbert.2018,36.0589,251.9181,temp12k,annual,-0.2107,4.4100
WEBa31332024,MiddenCluster4.Harbert.2018,43.6488,247.2549,temp12k,annual,-0.7507,4.4100
WEBa31332025,MiddenCluster5.Harbert.2018,32.4659,253.9797,temp12k,annual,-0.2963,4.4100
WEBa31332026,MiddenCluster6.Harbert.2018,32.4659,253.9797,temp12k,annual,-1.4731,4.4100
WEBa31332027,MiddenCluster7.Harbert.2018,34.1548,243.9952,temp12k,annual,0.2208,4.4100
WEBa31332028,MiddenCluster8.Harbert.2018,32.3106,250.9023,temp12k,annual,-6.2386,4.4100
WEBa31332029,MiddenCluster9.Harbert.2018,31.6387,244.4452,temp12k,annual,0.3487,4.4100
RTdDwazy1bI,MilandreCave.Affolter.2019,47.4900,7.0200,temp12k,annual,0.1404,4.4100
Rl7stqgkRL4,MireSaviku.Sarv.1975,58.4000,27.2300,temp12k,winter+,-3.9116,9.0000
Rjo3neVs3tA,MireSaviku.Sarv.1975,58.4000,27.2300,temp12k,annual,-1.6169,4.4100
RNpncVOKBxa,MireSaviku.Sarv.1975,58.4000,27.2300,temp12k,summer+,0.6778,4.0000
RwO7RKqNFpE,MittlereHellelen.Welten.1982,46.2800,7.8400,temp12k,winter+,-3.7718,9.0000
R4ZD9cQexvE,MittlereHellelen.Welten.1982,46.2800,7.8400,temp12k,annual,0.0258,4.4100
ReTuVryIGiI,MittlereHellelen.Welten.1982,46.2800,7.8400,temp12k,summer+,3.8234,4.0000
M2LwpcxxempP,MLake.Ritchie.1977,68.2700,226.5300,temp12k,summer+,1.0998,4.0000
M2Lbyxlfr07P,MLake.Ritchie.1977,68.2700,226.5300,temp12k,winter+,-2.0684,9.0000
M2L1es9v20zP,MLake.Ritchie.1977,68.2700,226.5300,temp12k,annual,-0.5020,4.4100
WEB9af63008,Moanatuatua.Jara.2017,-37.9200,175.3700,temp12k,annual,0.0376,4.4100
M2Ljua8y8v7P,Mohawk.Webb.1986,41.8200,286.7100,temp12k,summer+,0.4604,4.0000
M2Les9iz3udP,Mohawk.Webb.1986,41.8200,286.7100,temp12k,winter+,0.8486,9.0000
M2Ln2l8gcheP,Mohawk.Webb.1986,41.8200,286.7100,temp12k,annual,0.6173,4.4100
M2Li4ocm337P,MonheganIslandMeadow.Bostwick.1978,43.7700,290.7000,temp12k,summer+,0.3102,4.0000
M2L8vysx7yvP,MonheganIslandMeadow.Bostwick.1978,43.7700,290.7000,temp12k,winter+,0.2158,9.0000
M2Ld2ou4usrP,MonheganIslandMeadow.Bostwick.1978,43.7700,290.7000,temp12k,annual,0.2818,4.4100
M2LbakiygplP,Moon.Grimm.1996,46.8600,261.8400,temp12k,summer+,0.1752,4.0000
M2Lsys9r95jP,Moon.Grimm.1996,46.8600,261.8400,temp12k,winter+,0.4706,9.0000
M2L7p5fn09cP,Moon.Grimm.1996,46.8600,261.8400,temp12k,annual,0.2300,4.4100
R1nNBObu5aA,MoorAlpenrose.Weirich.1980,47.0000,11.7600,temp12k,winter+,2.4652,9.0000
R80Zur79Zc7,MoorAlpenrose.Weirich.1980,47.0000,11.7600,temp12k,annual,3.2007,4.4100
R7rauvFO4PX,MoorAlpenrose.Weirich.1980,47.0000,11.7600,temp12k,summer+,3.9361,4.0000
RKNgotlYkya,MoorimWeissenstadterForst.Hahne.1992,50.1400,11.8800,temp12k,winter+,-3.2073,9.0000
RzyEckXGPZe,MoorimWeissenstadterForst.Hahne.1992,50.1400,11.8800,temp12k,annual,-2.5554,4.4100
RXVE87BcyHp,MoorimWeissenstadterForst.Hahne.1992,50.1400,11.8800,temp12k,summer+,-1.9035,4.0000
RHLePxbL9rI,MooseLake.Clegg.2010,61.3742,216.4012,temp12k,summerOnly,0.2530,1.9600
M2LwijmfkaeP,Moraine.Hansen.1985,52.2700,301.9500,temp12k,summer+,2.9446,4.0000
M2L5k49n7abP,Moraine.Hansen.1985,52.2700,301.9500,temp12k,winter+,-5.9997,9.0000
M2Lthi33n58P,Moraine.Hansen.1985,52.2700,301.9500,temp12k,annual,-1.4849,4.4100
GH73726cce,MountHoney.McGlone.2010,-52.5000,169.1625,temp12k,summerOnly,0.3725,4.0000
T2L_PC01_uk37_SST_from_uk37,MR003-K03-PC01.Harada.2004,46.3200,152.5300,temp12k,summerOnly,-0.5434,
PYTLX9PMLVS,MSM05-712.Muller.2013,78.9160,6.7670,temp12k,summer+,0.6772,2.8900
PYTS0ELQKO1,MSM05-712.Muller.2013,78.9160,6.7670,temp12k,annual,0.6435,1.4400
LPDa0c5bf8a,MSM055_712-2.Werner.2015,78.9157,6.7672,temp12k,annual,0.8713,1.6900
LPD95b2b1f9,MSM055_723-2.Werner.2015,79.1610,5.3378,temp12k,annual,1.2707,1.6900
T2L_MSM05_5_712_2_mgca_pachyderma_SST_from_mgca_pachyderma,MSM05_5_712_2.Werner.2013,78.9157,6.7672,temp12k,annual,-3.3290,3.6100
T2L_MSM05_5_712_2_d18o_pachyderma_SST_from_d18o_pachyderma,MSM05_5_712_2.Werner.2013,78.9157,6.7672,temp12k,annual,-0.0022,4.4100
RBI7CBVMMvy,MSM343300.Ouellet-Bernier.2014,68.4719,305.9980,temp12k,winter+,0.2830,1.4400
R0TCCue9rMw,MSM343300.Ouellet-Bernier.2014,68.4719,305.9980,temp12k,summer+,-0.6485,2.8900
R7NCYvaRppQ,MSM343300.Ouellet-Bernier.2014,68.4719,305.9980,temp12k,annual,-0.1827,1.4400
T2L_MV1014_09MC_tex86_SST_from_tex86,MV1014_09MC.Hertzberg.2016,-0.6938,274.6667,temp12k,annual,-0.0879,8.4100
T2L_MV1014_09MC_mgca_ruber_SST_from_mgca_ruber,MV1014_09MC.Hertzberg.2016,-0.6938,274.6667,temp12k,annual,0.2749,3.6100
T2L_MV99_PC14_mgca_bulloides_SST_from_mgca_bulloides,MV99_PC14.Marchitto.2010,25.2012,247.2833,temp12k,annual,-0.5389,3.6100
M2Lhx2fpxbnP,Myrtle.Janssen.1968,47.9800,266.6100,temp12k,summer+,1.6448,4.0000
M2Lbxbdp2r2P,Myrtle.Janssen.1968,47.9800,266.6100,temp12k,winter+,2.2483,9.0000
M2Lryhea56aP,Myrtle.Janssen.1968,47.9800,266.6100,temp12k,annual,1.8778,4.4100
PYTG8DTT9X6,Myrvatn.Seppa.2009,68.6500,16.3800,temp12k,summerOnly,0.6497,4.0000
R4IqlneHg0B,NA87_22.Duplessy.1992,55.5000,345.4167,temp12k,winter+,0.6202,1.9600
RUSsCExepnT,NA87_22.Duplessy.1992,55.5000,345.4167,temp12k,summer+,1.0931,1.6900
RO0fn3HkrCf,NA87_22.Duplessy.1992,55.5000,345.4167,temp12k,annual,0.8567,1.6900
R2iEguO3VtJ,Nalengcuo.Opitz.2015,31.1000,99.7500,temp12k,annual,-0.3578,4.4100
PYTJ3JMX39H,Nautajarvi.Seppa.2009,61.8000,24.7000,temp12k,annual,2.0476,4.4100
R7xfSla4XGC,Nikolay.Andreev.2004,73.3259,124.1933,temp12k,summerOnly,2.0968,
RmF8m0ywgsv,NikolayLake.Andreev.2004,73.3300,124.2000,temp12k,summerOnly,0.0410,1.9600
T2L_NIOP_C2_905_PC_uk37_SST_from_uk37,NIOP_C2_905_PC.Huguet.2006,10.7833,51.9333,temp12k,annual,-0.9203,2.8900
T2L_NIOP_C2_905_PC_tex86_SST_from_tex86,NIOP_C2_905_PC.Huguet.2006,10.7833,51.9333,temp12k,annual,0.5779,8.4100
PYTK055L6OA,Njakajaure.Bigler.2006,68.3300,18.7800,temp12k,summerOnly,1.2435,1.2100
RmQKXILNmID,Njulla.Larocque.2004,68.3700,18.7000,temp12k,summerOnly,1.1280,1.9600
WEB571a8fc4,NorthCraterLake.Palmer.2002,49.0700,239.9800,temp12k,summerOnly,0.8228,1.9600
WEB5e35a876,NorthGRIP.Gkinis.2014,75.1000,317.6800,temp12k,annual,1.8543,4.4100
PYTRGDDL048,NorthLake.Axford.2013,69.2417,309.9733,temp12k,summerOnly,1.7447,1.9600
M2Ly9ivg9w7P,NorthPond.Whitehead.1978,42.6500,286.9500,temp12k,summer+,-0.2132,4.0000
M2L68iw0l2eP,NorthPond.Whitehead.1978,42.6500,286.9500,temp12k,winter+,-0.1848,9.0000
M2Lfwuhv0pjP,NorthPond.Whitehead.1978,42.6500,286.9500,temp12k,annual,-0.2229,4.4100
RSehX4Oy8JF,NussbaumerSeen.Rsch.1995,47.6200,8.8200,temp12k,winter+,4.3489,9.0000
RfS6nLBgBZ2,NussbaumerSeen.Rsch.1995,47.6200,8.8200,temp12k,annual,3.1909,4.4100
R72NWbIq18J,NussbaumerSeen.Rsch.1995,47.6200,8.8200,temp12k,summer+,2.0330,4.0000
M2L1hwhpc1zP,Nutt.Bennett.1987,45.2200,280.5500,temp12k,summer+,0.5698,4.0000
M2L32ho1gq6P,Nutt.Bennett.1987,45.2200,280.5500,temp12k,winter+,-1.0435,9.0000
M2LvnfrppdsP,Nutt.Bennett.1987,45.2200,280.5500,temp12k,annual,-0.0814,4.4100
T2L_OCE326_GGC26_d18o_pachyderma_SST_from_d18o_pachyderma,OCE326_GGC26.Keigwin.2005,43.4833,305.1336,temp12k,annual,0.5880,4.4100
T2L_OCE326_GGC26_uk37_SST_from_uk37,OCE326_GGC26.Keigwin.2005,43.4833,305.1336,temp12k,annual,3.2856,2.8900
T2L_OCE326_GGC30_uk37_SST_from_uk37,OCE326_GGC30.Sachs.2007,43.8853,297.2047,temp12k,annual,4.3351,2.8900
T2L_ODP162_984_mgca_pachyderma_d_SST_from_mgca_pachyderma_d,ODP162_984.Came.2007,61.4253,335.9176,temp12k,annual,1.4062,3.6100
T2L_ODP162_984_d18o_pachyderma_d_SST_from_d18o_pachyderma_d,ODP162_984.Came.2007,61.4253,335.9176,temp12k,annual,0.3729,4.4100
LPD493f1394xxxx,ODP658C.deMenocal.1997,20.8000,341.4000,temp12k,annual,-1.7147,1.6900
LPDb217bdbexxxx_SST_from_Uk37,ODP658C_UK37.Zhao.1995,20.7500,341.4200,temp12k,annual,0.7496,
T2L_ODP_165_999A_mgca_ruber_SST_from_mgca_ruber,ODP_165_999A.Schmidt.2004,12.7440,281.2607,temp12k,annual,0.5909,3.6100
T2L_ODP_165_999A_d18o_ruber_SST_from_d18o_ruber,ODP_165_999A.Schmidt.2004,12.7440,281.2607,temp12k,annual,0.7571,4.4100
T2L_ODP_167_1019C_uk37_SST_from_uk37,ODP_167_1019C.Barron.2003,41.6829,235.0680,temp12k,annual,-0.8769,2.8900
T2L_ODP_175_1078C_uk37_SST_from_uk37,ODP_175_1078C.Kim.2003,-11.9210,13.4000,temp12k,annual,-0.5343,2.8900
T2L_ODP_175_1084B_mgca_bulloides_SST_from_mgca_bulloides,ODP_175_1084B.Farmer.2005,-25.5139,13.0278,temp12k,annual,0.7760,3.6100
T2L_ODP_178_1098B_tex86_SST_from_tex86,ODP_178_1098B.Shevenell.2011,-64.8619,295.7920,temp12k,annual,-0.0600,8.4100
RnejfefEp45,OltushLake.EPD,51.7000,23.9600,temp12k,winter+,1.4123,9.0000
R4Kh3OLslvX,OltushLake.EPD,51.7000,23.9600,temp12k,annual,1.2161,4.4100
ROtgXZAO8P8,OltushLake.EPD,51.7000,23.9600,temp12k,summer+,1.0199,4.0000
Ri0KbJXweb6,Ospitale.Watson.1996,44.1600,10.7800,temp12k,winter+,3.2892,9.0000
R9nRxnnlMq9,Ospitale.Watson.1996,44.1600,10.7800,temp12k,annual,3.0868,4.4100
RWuU6CCP1hM,Ospitale.Watson.1996,44.1600,10.7800,temp12k,summer+,2.8844,4.0000
RhaczESBPAy,Ostrowite.Milecka.2002,53.7900,17.6000,temp12k,winter+,0.0744,9.0000
RGbAjislfPd,Ostrowite.Milecka.2002,53.7900,17.6000,temp12k,annual,-0.4303,4.4100
RKQCjOZHPjy,Ostrowite.Milecka.2002,53.7900,17.6000,temp12k,summer+,-0.9350,4.0000
PYTMVGBLPHG_SST_from_d18O,P1003.Sejrup.2011,63.7622,5.2553,temp12k,annual,0.2381,
T2L_P178_15P_uk37_SST_from_uk37,P178_15P.Tierney.2016,11.9550,44.3000,temp12k,annual,-0.2833,2.8900
T2L_P178_15P_tex86_SST_from_tex86,P178_15P.Tierney.2016,11.9550,44.3000,temp12k,annual,0.3832,8.4100
T2L_P178_15P_mgca_ruber_SST_from_mgca_ruber,P178_15P.Tierney.2016,11.9550,44.3000,temp12k,annual,0.8935,3.6100
T2L_P178_15P_d18o_ruber_SST_from_d18o_ruber,P178_15P.Tierney.2016,11.9550,44.3000,temp12k,annual,0.4334,4.4100
PYT40VBXBG5,P1B3.deVernal.2005,73.6830,197.3400,temp12k,summer+,0.8999,2.8900
PYTTTRD8PMK,P1B3.deVernal.2005,73.6830,197.3400,temp12k,annual,0.4640,1.4400
RYWJxrYXOJA,PannelBridge.Waller.1993,50.9100,0.6800,temp12k,winter+,0.8004,9.0000
RzpuGYfIHLy,PannelBridge.Waller.1993,50.9100,0.6800,temp12k,annual,0.9984,4.4100
RdglYaaJ04H,PannelBridge.Waller.1993,50.9100,0.6800,temp12k,summer+,1.1964,4.0000
GH47c8e274,PathLake.Neil.2014,43.8700,295.0700,temp12k,annual,0.7487,4.4100
T2L_PC6_uk37_SST_from_uk37,PC6.Minoshima.2007,40.4000,143.5000,temp12k,annual,1.1063,2.8900
T2L_PC_1_d18o_ruber_SST_from_d18o_ruber,PC_1.Chang.2015,31.4583,128.4133,temp12k,annual,-0.2400,4.4100
RFnBSJqZOIU,PeatlandKlukva.Novenko.2015,53.8300,36.2500,temp12k,annual,1.1635,4.4100
ROuKCaB3W1T,PechoraLake.Andren.2015,59.2933,163.1300,temp12k,summerOnly,0.1430,1.9600
RRY0jogRrD7,Pella.Lim.2016,-29.0011,19.1350,temp12k,annual,-0.8237,4.4100
M2L9mmr6iaoP,PerchLake_Manitoba.Ritchie.NA,51.6500,259.1000,temp12k,summer+,2.6508,4.0000
M2L7mtaz9ziP,PerchLake_Manitoba.Ritchie.NA,51.6500,259.1000,temp12k,winter+,11.4874,9.0000
M2Lmx8lcp55P,PerchLake_Manitoba.Ritchie.NA,51.6500,259.1000,temp12k,annual,7.6194,4.4100
M2Le3bson7zP,PerchLake_ON.Terasmae.1975,46.0300,282.6600,temp12k,summer+,1.0712,4.0000
M2Llhu7ub80P,PerchLake_ON.Terasmae.1975,46.0300,282.6600,temp12k,winter+,0.1835,9.0000
M2Lyi1ajruwP,PerchLake_ON.Terasmae.1975,46.0300,282.6600,temp12k,annual,0.7958,4.4100
R47g8nheBej,Pingwang.Li.2018,30.9600,120.6400,temp12k,annual,0.4146,4.4100
M2Lqezod5l2P,Pixie.Brown.2002,48.6000,235.8000,temp12k,summer+,-0.1756,4.0000
M2L2g5c3hl4P,Pixie.Brown.2002,48.6000,235.8000,temp12k,winter+,-0.8392,9.0000
M2Leha3eu5bP,Pixie.Brown.2002,48.6000,235.8000,temp12k,annual,-0.5435,4.4100
PYTWQAQ2RWC,PL-96.Voronina.2013,71.7363,42.6052,temp12k,summer+,-0.2341,2.8900
PYTE6TL93XT,PL-96.Voronina.2013,71.7363,42.6052,temp12k,annual,-0.0724,1.4400
T2L_PL07_39PC_mgca_ruber_SST_from_mgca_ruber,PL07_39PC.Lea.2003,10.7000,294.0583,temp12k,annual,-0.3300,3.6100
T2L_PL07_39PC_d18o_ruber_SST_from_d18o_ruber,PL07_39PC.Lea.2003,10.7000,294.0583,temp12k,annual,-0.5251,4.4100
T2L_PL07_39PC_d18o_ruber_pink_SST_from_d18o_ruber_pink,PL07_39PC.Lea.2003,10.7000,294.0583,temp12k,annual,1.4469,4.4100
T2L_PL07_39PC_d18o_bulloides_SST_from_d18o_bulloides,PL07_39PC.Lea.2003,10.7000,294.0583,temp12k,annual,0.0525,4.4100
RwUGHZyJRVj,PlatypusTarn.Rees.2010,-42.6734,146.5868,temp12k,summerOnly,0.3016,1.9600
M2L0c69vb39P,PogoniaBog.Cushing.1979,45.0400,266.3700,temp12k,summer+,0.3481,4.0000
M2Lckxe1xiaP,PogoniaBog.Cushing.1979,45.0400,266.3700,temp12k,winter+,-0.1393,9.0000
M2L2pv1afjnP,PogoniaBog.Cushing.1979,45.0400,266.3700,temp12k,annual,0.1231,4.4100
M2Lnoi13syzP,PointEscuminac.Warner.1991,47.0800,295.2000,temp12k,summer+,1.4657,4.0000
M2L0qv5k07fP,PointEscuminac.Warner.1991,47.0800,295.2000,temp12k,winter+,3.5169,9.0000
M2L55sfpyavP,PointEscuminac.Warner.1991,47.0800,295.2000,temp12k,annual,3.0552,4.4100
M2Ljvt13d76P,PolandSpring.Jacobson.Ja,44.0300,289.6500,temp12k,summer+,0.3074,4.0000
M2L3g8r4sstP,PolandSpring.Jacobson.Ja,44.0300,289.6500,temp12k,winter+,0.1356,9.0000
M2Lhfe9p1b1P,PolandSpring.Jacobson.Ja,44.0300,289.6500,temp12k,annual,0.2380,4.4100
M2Lipgt0z5oP,Posy.Shafer.1989,37.9400,248.3000,temp12k,summer+,-0.9456,4.0000
M2Lf5zj1b7vP,Posy.Shafer.1989,37.9400,248.3000,temp12k,winter+,-2.1648,9.0000
M2Liaj596e6P,Posy.Shafer.1989,37.9400,248.3000,temp12k,annual,-1.5127,4.4100
RrJegNZeUh6,PotrokAike.Massaferro.2013,-51.9600,289.6200,temp12k,annual,1.9882,
LPD24407fc4,PP10-07.Mary.2016,43.6770,357.7720,temp12k,annual,-0.0074,1.6900
LPD3393775f,PP10-07.Mary.2016,43.6770,357.7720,temp12k,winter+,-0.0204,1.9600
LPD3267fe5d,PP10-07.Mary.2016,43.6770,357.7720,temp12k,summer+,0.0405,1.6900
RTdfxL4kvaw,PrazRodet.Shotyk.1997,46.5700,6.1700,temp12k,winter+,1.6111,9.0000
RUMQl9vuJeH,PrazRodet.Shotyk.1997,46.5700,6.1700,temp12k,annual,1.4089,4.4100
RuQKGEIDjoB,PrazRodet.Shotyk.1997,46.5700,6.1700,temp12k,summer+,1.2068,4.0000
